STATE,DEM,GOP,Johnson,Start,End,Pollster
NH,42,35,13,Sep 27,Sep 29,MassINC
NH,46,42,06,Sep 20,Sep 25,ARG
NH,47,38,10,Sep 17,Sep 20,Monmouth
NH,39,37,15,Sep 06,Sep 08,Marist
NH,42,37,14,Sep 03,Sep 05,Emerson
NH,46,41,00,Aug 30,Aug 31,PPP
NH,46,40,00,Aug 26,Aug 28,PPP
NH,43,32,12,Aug 20,Aug 28,U.
NH,40,34,14,Aug 09,Sep 01,SurveyMonkey
NH,45,36,00,Aug 10,Aug 12,YouGov
NH,50,37,00,Aug 05,Aug 07,PPP
NH,39,48,00,Jul 19,Jul 21,Inside
NH,37,37,10,Jul 09,Jul 18,U.
NH,47,42,00,Jun 24,Jun 28,ARG
NH,43,39,00,Jun 22,Jun 23,PPP
NH,44,44,00,May 25,May 28,Franklin
NH,41,43,00,May 20,May 22,PPP
NH,41,41,00,May 01,May 31,Morning
NH,44,42,00,May 12,May 15,MassINC
NH,44,44,00,Apr 22,Apr 24,PPP
NH,34,30,00,Apr 11,Apr 16,Dartmouth
NH,50,31,00,Apr 07,Apr 17,U.
NH,47,39,00,Feb 20,Feb 28,U.
NH,43,39,00,Feb 01,Feb 29,Morning
NH,45,40,00,Feb 05,Feb 07,U.
NH,48,39,00,Jan 13,Jan 18,U.
NH,47,41,00,Jan 04,Jan 06,PPP
NH,45,44,00,Jan 02,Jan 07,Marist
NH,52,46,00,Jan 01,Jan 01,Election
NJ,53,37,04,Oct 31,Nov 06,SurveyMonkey
NJ,51,40,03,Oct 27,Nov 02,Stockton
NJ,55,34,04,Oct 24,Oct 30,SurveyMonkey
NJ,49,35,06,Oct 12,Oct 16,Fairleigh
NJ,46,40,00,Sep 22,Sep 29,Stockton
NJ,50,29,06,Sep 06,Sep 10,Rutgers-Eagleton
NJ,47,43,05,Sep 02,Sep 05,Emerson
NJ,49,34,08,Aug 09,Sep 01,SurveyMonkey
NJ,44,32,09,Jun 22,Jun 26,Fairleigh
NJ,49,34,00,May 31,Jun 03,YouGov
NJ,37,31,05,May 23,May 27,Monmouth
NJ,48,37,00,May 18,May 22,Fairleigh
NJ,46,37,00,May 01,May 31,Morning
NJ,45,38,00,May 10,May 16,Quinnipiac
NJ,50,36,00,Apr 01,Apr 08,Rutgers-Eagleton
NJ,44,40,00,Feb 01,Feb 29,Morning
NJ,58,41,00,Jan 01,Jan 01,Election
NM,40,36,16,Oct 31,Nov 06,SurveyMonkey
NM,45,40,11,Nov 01,Nov 03,Research
NM,46,43,07,Nov 01,Nov 02,ZiaPoll
NM,45,33,18,Oct 24,Oct 30,SurveyMonkey
NM,41,33,18,Oct 08,Oct 16,SurveyMonkey
NM,46,33,14,Sep 28,Oct 02,SurveyUSA
NM,35,31,24,Sep 27,Sep 29,Research
NM,37,29,25,Aug 09,Sep 01,SurveyMonkey
NM,40,31,16,Aug 19,Aug 21,PPP
NM,43,40,00,May 01,May 31,Morning
NM,41,33,14,May 13,May 15,PPP
NM,45,40,00,Feb 01,Feb 29,Morning
NM,53,43,00,Jan 01,Jan 01,Election
NY,51,34,05,Nov 03,Nov 04,Siena
NY,58,31,05,Oct 31,Nov 06,SurveyMonkey
NY,57,33,00,Oct 24,Oct 30,SurveyMonkey
NY,54,30,05,Oct 13,Oct 17,Siena
NY,52,31,07,Sep 21,Sep 23,Marist
NY,51,30,08,Sep 11,Sep 15,Siena
NY,52,34,08,Aug 28,Aug 30,Emerson
NY,51,31,08,Aug 09,Sep 01,SurveyMonkey
NY,50,25,09,Aug 07,Aug 10,Siena
NY,48,34,06,Aug 04,Aug 08,Gravis
NY,45,33,06,Jul 13,Jul 17,Quinnipiac
NY,54,31,00,Jun 22,Jun 28,Siena
NY,52,31,00,May 22,May 26,Siena
NY,51,34,00,May 01,May 31,Morning
NY,56,30,00,Apr 24,Apr 27,Siena
NY,55,36,00,Apr 16,Apr 17,Emerson
NY,55,35,00,Apr 07,Apr 10,PPP
NY,61,32,00,Apr 06,Apr 10,Marist
NY,51,35,00,Apr 05,Apr 10,Baruch
NY,54,36,00,Apr 06,Apr 07,Emerson
NY,53,37,00,Apr 04,Apr 07,Anderson
NY,53,33,00,Mar 22,Mar 29,Quinnipiac
NY,55,36,00,Mar 14,Mar 16,Emerson
NY,57,34,00,Feb 28,Mar 03,Siena
NY,53,34,00,Feb 01,Feb 29,Morning
NY,57,32,00,Jan 31,Feb 03,Siena
NY,63,36,00,Jan 01,Jan 01,Election
NC,44,44,03,Nov 04,Nov 06,Siena
NC,47,45,03,Nov 03,Nov 06,Quinnipiac
NC,48,41,07,Oct 31,Nov 06,SurveyMonkey
NC,49,47,00,Oct 31,Nov 01,PPP
NC,44,51,03,Oct 28,Oct 31,SurveyUSA
NC,47,44,03,Oct 27,Nov 01,Quinnipiac
NC,47,43,08,Oct 24,Oct 30,SurveyMonkey
NC,48,45,03,Oct 26,Oct 28,YouGov
NC,48,45,04,Oct 26,Oct 27,Emerson
NC,42,41,03,Oct 23,Oct 27,Elon
NC,47,41,08,Oct 25,Oct 26,Marist
NC,47,43,05,Oct 20,Oct 26,Quinnipiac
NC,46,39,08,Oct 20,Oct 23,Siena
NC,47,44,04,Oct 21,Oct 22,PPP
NC,47,46,04,Oct 20,Oct 23,Monmouth
NC,46,44,06,Oct 14,Oct 17,SurveyUSA
NC,46,40,09,Oct 08,Oct 16,SurveyMonkey
NC,48,47,04,Oct 10,Oct 15,Opinion
NC,45,41,09,Oct 10,Oct 12,Marist
NC,45,43,05,Oct 10,Oct 12,Suffolk
NC,46,42,05,Oct 10,Oct 12,Emerson
NC,43,42,08,Oct 01,Oct 06,High
NC,46,44,05,Sep 29,Oct 03,SurveyUSA
NC,44,43,06,Sep 29,Oct 02,Selzer
NC,46,43,07,Sep 27,Oct 02,Quinnipiac
NC,45,39,09,Sep 27,Sep 30,Elon
NC,44,42,07,Sep 27,Sep 28,PPP
NC,38,35,06,Sep 18,Sep 22,Meredith
NC,40,45,06,Sep 18,Sep 20,Fox
NC,43,42,10,Sep 17,Sep 22,High
NC,43,45,06,Sep 18,Sep 20,PPP
NC,41,41,11,Sep 16,Sep 19,Siena
NC,43,44,06,Sep 12,Sep 16,Elon
NC,41,44,04,Sep 05,Sep 07,Suffolk
NC,42,38,15,Aug 29,Sep 07,Quinnipiac
NC,46,42,04,Aug 30,Sep 02,YouGov
NC,43,45,08,Aug 27,Aug 29,Emerson
NC,45,44,00,Aug 26,Aug 27,PPP
NC,44,42,07,Aug 20,Aug 23,Monmouth
NC,40,41,10,Aug 09,Sep 01,SurveyMonkey
NC,45,45,09,Aug 18,Aug 23,Opinion
NC,38,39,10,Aug 15,Aug 17,Gravis
NC,45,36,09,Aug 04,Aug 10,Marist
NC,43,41,07,Aug 05,Aug 07,PPP
NC,42,46,06,Jul 31,Aug 02,SurveyUSA
NC,42,36,07,Jul 05,Jul 11,Marist
NC,44,42,02,Jun 21,Jun 24,YouGov
NC,43,43,04,Jun 20,Jun 21,PPP
NC,41,43,03,May 20,May 22,PPP
NC,40,43,00,May 01,May 31,Morning
NC,45,39,00,Apr 10,Apr 15,Elon
NC,44,42,00,Mar 18,Mar 20,PPP
NC,42,49,00,Mar 09,Mar 10,SurveyUSA
NC,47,41,00,Feb 15,Feb 19,Elon
NC,38,47,00,Feb 01,Feb 29,Morning
NC,43,44,00,Feb 14,Feb 16,PPP
NC,43,45,00,Feb 14,Feb 16,SurveyUSA
NC,43,45,00,Jan 18,Jan 19,PPP
NC,48,51,00,Jan 01,Jan 01,Election
ND,29,57,10,Oct 31,Nov 06,SurveyMonkey
ND,32,55,11,Oct 24,Oct 30,SurveyMonkey
ND,32,43,08,Sep 12,Sep 17,DFM
ND,26,51,16,Aug 09,Sep 01,SurveyMonkey
ND,36,44,00,May 01,May 31,Morning
ND,35,46,00,Feb 01,Feb 29,Morning
ND,39,59,00,Jan 01,Jan 01,Election
OH,39,46,07,Nov 04,Nov 05,Emerson
OH,42,45,08,Oct 31,Nov 06,SurveyMonkey
OH,45,46,03,Nov 02,Nov 04,YouGov
OH,43,40,08,Oct 31,Nov 03,TargetSmart/William
OH,48,47,00,Oct 27,Nov 05,Columbus
OH,41,46,05,Oct 27,Nov 01,Quinnipiac
OH,41,44,09,Oct 24,Oct 30,SurveyMonkey
OH,45,45,06,Oct 26,Oct 27,Emerson
OH,45,45,02,Oct 17,Oct 19,Suffolk
OH,45,45,06,Oct 10,Oct 16,Quinnipiac
OH,41,44,09,Oct 08,Oct 16,SurveyMonkey
OH,44,48,04,Oct 10,Oct 15,Opinion
OH,41,42,09,Oct 10,Oct 12,Marist
OH,45,43,07,Oct 10,Oct 12,Emerson
OH,43,34,10,Oct 09,Oct 11,Baldwin
OH,46,42,05,Oct 05,Oct 07,YouGov
OH,44,43,05,Oct 05,Oct 06,PPP
OH,43,40,08,Oct 03,Oct 06,TargetSmart/William
OH,44,42,05,Oct 01,Oct 04,Monmouth
OH,42,47,06,Sep 27,Oct 02,Quinnipiac
OH,37,42,06,Sep 18,Sep 20,Fox
OH,40,37,08,Sep 15,Sep 22,TargetSmart
OH,39,42,04,Sep 12,Sep 14,Suffolk
OH,39,44,10,Sep 09,Sep 12,Selzer
OH,41,46,08,Sep 07,Sep 12,Opinion
OH,46,39,07,Sep 07,Sep 09,YouGov
OH,37,41,14,Aug 29,Sep 07,Quinnipiac
OH,43,43,10,Aug 25,Aug 27,Emerson
OH,46,42,00,Aug 26,Aug 27,PPP
OH,37,40,13,Aug 09,Sep 01,SurveyMonkey
OH,43,39,10,Aug 18,Aug 21,Monmouth
OH,46,40,06,Aug 17,Aug 19,YouGov
OH,39,35,12,Aug 03,Aug 07,Marist
OH,44,42,08,Jul 30,Aug 07,Quinnipiac
OH,39,42,06,Jul 22,Jul 24,PPP
OH,43,39,05,Jul 18,Jul 20,Suffolk
OH,44,40,05,Jul 13,Jul 15,YouGov
OH,38,35,09,Jul 05,Jul 10,Marist
OH,36,37,07,Jun 30,Jul 11,Quinnipiac
OH,41,38,09,Jun 22,Jun 28,RABA
OH,44,40,00,Jun 22,Jun 23,PPP
OH,38,36,08,Jun 08,Jun 19,Quinnipiac
OH,44,39,00,May 16,May 19,YouGov
OH,41,42,00,May 01,May 31,Morning
OH,43,39,00,Apr 27,May 08,Quinnipiac
OH,45,42,00,Apr 26,Apr 27,PPP
OH,48,42,00,Mar 04,Mar 10,Marist
OH,50,43,00,Mar 02,Mar 06,Opinion
OH,45,40,00,Mar 03,Mar 04,PPP
OH,42,44,00,Feb 16,Feb 20,Quinnipiac
OH,42,40,00,Feb 01,Feb 29,Morning
OH,50,48,00,Jan 01,Jan 01,Election
OK,32,56,10,Oct 31,Nov 06,SurveyMonkey
OK,30,57,11,Oct 24,Oct 30,SurveyMonkey
OK,30,60,05,Oct 18,Oct 20,Sooner
OK,36,51,06,Sep 13,Sep 15,Sooner
OK,26,49,13,Aug 09,Sep 01,SurveyMonkey
OK,29,53,00,Jul 20,Jul 25,Sooner
OK,34,48,00,May 01,May 31,Morning
OK,34,48,00,Feb 01,Feb 29,Morning
OK,33,67,00,Jan 01,Jan 01,Election
OR,51,35,07,Oct 31,Nov 06,SurveyMonkey
OR,51,36,07,Oct 24,Oct 30,SurveyMonkey
OR,41,34,04,Oct 24,Oct 29,DHM
OR,48,38,06,Oct 10,Oct 12,SurveyUSA
OR,43,36,07,Oct 06,Oct 13,DHM
OR,46,36,05,Oct 04,Oct 14,Riley
OR,38,25,10,Sep 01,Sep 06,DHM
OR,47,32,11,Aug 09,Sep 01,SurveyMonkey
OR,45,32,00,Jun 23,Jun 27,iCitizen
OR,45,36,00,May 01,May 31,Morning
OR,43,32,00,May 06,May 09,Anderson
OR,45,38,00,Feb 01,Feb 29,Morning
OR,54,43,00,Jan 01,Jan 01,Election
PA,45,43,04,Nov 03,Nov 05,YouGov
PA,47,42,06,Oct 31,Nov 06,SurveyMonkey
PA,44,40,07,Oct 30,Nov 04,Muhlenberg
PA,48,44,00,Oct 31,Nov 01,PPP
PA,48,44,03,Oct 29,Nov 01,Monmouth
PA,48,43,03,Oct 27,Nov 01,Quinnipiac
PA,48,44,04,Oct 27,Nov 01,Opinion
PA,49,38,04,Oct 26,Oct 30,Franklin+Marshall
PA,48,40,05,Oct 26,Oct 28,YouGov
PA,49,41,06,Oct 24,Oct 30,SurveyMonkey
PA,46,39,06,Oct 23,Oct 25,Siena
PA,48,43,06,Oct 23,Oct 25,Emerson
PA,45,39,08,Oct 20,Oct 26,Muhlenberg
PA,45,41,04,Oct 17,Oct 19,Emerson
PA,47,41,06,Oct 10,Oct 16,Quinnipiac
PA,46,40,08,Oct 08,Oct 16,SurveyMonkey
PA,48,39,06,Oct 07,Oct 11,Selzer
PA,48,40,04,Oct 05,Oct 07,YouGov
PA,49,37,06,Oct 03,Oct 06,Marist
PA,50,40,05,Sep 30,Oct 03,Monmouth
PA,47,38,05,Sep 28,Oct 02,Franklin+Marshall
PA,45,41,05,Sep 27,Oct 02,Quinnipiac
PA,45,39,06,Sep 27,Sep 28,PPP
PA,45,44,08,Sep 20,Sep 25,Opinion
PA,40,38,08,Sep 19,Sep 23,Muhlenberg
PA,42,41,04,Sep 12,Sep 23,Mercyhurst
PA,40,32,14,Sep 12,Sep 16,Muhlenberg
PA,44,39,09,Aug 29,Sep 07,Quinnipiac
PA,45,37,06,Aug 30,Sep 02,YouGov
PA,47,42,00,Aug 30,Aug 31,PPP
PA,41,38,07,Aug 25,Aug 29,Franklin+Marshall
PA,48,40,06,Aug 26,Aug 29,Monmouth
PA,46,43,07,Aug 25,Aug 28,Emerson
PA,48,43,00,Aug 26,Aug 27,PPP
PA,41,38,12,Aug 09,Sep 01,SurveyMonkey
PA,45,36,09,Aug 03,Aug 07,Marist
PA,48,39,07,Jul 30,Aug 07,Quinnipiac
PA,45,42,04,Jul 29,Jul 31,PPP
PA,49,38,06,Jul 29,Aug 01,Franklin+Marshall
PA,46,37,05,Jul 25,Jul 27,Suffolk
PA,43,35,08,Jul 05,Jul 10,Marist
PA,34,40,09,Jun 30,Jul 11,Quinnipiac
PA,46,42,00,Jun 22,Jun 23,PPP
PA,39,36,09,Jun 08,Jun 19,Quinnipiac
PA,41,40,06,Jun 03,Jun 05,PPP
PA,43,42,00,May 01,May 31,Morning
PA,43,42,00,Apr 27,May 08,Quinnipiac
PA,54,39,00,Apr 18,Apr 20,Marist
PA,44,44,00,Apr 04,Apr 07,Anderson
PA,45,42,00,Mar 30,Apr 04,Quinnipiac
PA,46,33,00,Mar 14,Mar 20,Franklin+Marshall
PA,43,35,00,Mar 01,Mar 11,Mercyhurst
PA,43,42,00,Feb 01,Feb 29,Morning
PA,52,47,00,Jan 01,Jan 01,Election
RI,49,36,07,Oct 31,Nov 06,SurveyMonkey
RI,49,36,08,Oct 24,Oct 30,SurveyMonkey
RI,52,32,05,Oct 02,Oct 04,Emerson
RI,44,41,08,Sep 02,Sep 05,Emerson
RI,41,33,15,Aug 09,Sep 01,SurveyMonkey
RI,47,36,00,May 01,May 31,Morning
RI,49,36,00,Feb 01,Feb 29,Morning
RI,63,36,00,Jan 01,Jan 01,Election
SC,44,46,06,Oct 31,Nov 06,SurveyMonkey
SC,42,46,06,Oct 24,Oct 30,SurveyMonkey
SC,38,42,06,Sep 18,Sep 26,Winthrop
SC,38,53,03,Sep 06,Sep 12,Trafalgar
SC,38,45,10,Aug 09,Sep 01,SurveyMonkey
SC,37,41,07,Aug 15,Aug 17,Gravis
SC,39,41,05,Aug 09,Aug 10,PPP
SC,37,46,00,May 01,May 31,Morning
SC,36,47,00,Feb 01,Feb 29,Morning
SC,44,55,00,Jan 01,Jan 01,Election
SD,31,53,12,Oct 31,Nov 06,SurveyMonkey
SD,29,55,12,Oct 24,Oct 30,SurveyMonkey
SD,35,49,07,Oct 24,Oct 26,Nielson
SD,37,44,07,Oct 18,Oct 20,Mason
SD,29,43,19,Aug 09,Sep 01,SurveyMonkey
SD,32,47,00,May 01,May 31,Morning
SD,38,45,00,Feb 01,Feb 29,Morning
SD,40,58,00,Jan 01,Jan 01,Election
TN,40,49,06,Oct 31,Nov 06,SurveyMonkey
TN,39,51,05,Oct 24,Oct 30,SurveyMonkey
TN,36,48,04,Sep 28,Oct 02,Middle
TN,33,44,07,Sep 19,Oct 02,Princeton
TN,31,51,10,Aug 09,Sep 01,SurveyMonkey
TN,30,47,07,Jul 27,Jul 31,iCitizen
TN,33,49,00,May 01,May 31,Morning
TN,35,44,00,Apr 25,May 11,Princeton
TN,34,50,00,Feb 01,Feb 29,Morning
TN,39,60,00,Jan 01,Jan 01,Election
TX,42,47,06,Oct 31,Nov 06,SurveyMonkey
TX,35,49,05,Oct 31,Nov 01,Emerson
TX,40,49,06,Oct 30,Nov 01,Marist
TX,42,46,07,Oct 24,Oct 30,SurveyMonkey
TX,38,45,07,Oct 22,Oct 24,Pulse
TX,43,46,05,Oct 20,Oct 21,YouGov
TX,42,45,07,Oct 14,Oct 23,U.
TX,42,44,08,Oct 08,Oct 16,SurveyMonkey
TX,38,41,04,Oct 07,Oct 15,U.
TX,43,47,03,Oct 10,Oct 12,SurveyUSA
TX,36,42,10,Sep 07,Sep 10,Emerson
TX,32,39,09,Sep 01,Sep 11,Texas
TX,40,40,11,Aug 09,Sep 01,SurveyMonkey
TX,38,44,06,Aug 12,Aug 14,PPP
TX,35,46,00,Aug 08,Aug 09,Dixie
TX,32,39,07,Jun 10,Jun 20,U.
TX,33,41,00,Jun 10,Jun 19,YouGov
TX,38,44,00,May 01,May 31,Morning
TX,39,44,00,Feb 01,Feb 29,Morning
TX,41,57,00,Jan 01,Jan 01,Election
UT,23,40,07,Nov 03,Nov 05,YouGov
UT,31,34,06,Oct 31,Nov 06,SurveyMonkey
UT,20,40,03,Nov 01,Nov 02,Emerson
UT,31,37,04,Oct 30,Nov 02,Monmouth
UT,31,42,03,Oct 29,Oct 31,Rasmussen
UT,30,33,00,Oct 24,Oct 30,SurveyMonkey
UT,24,32,04,Oct 20,Oct 27,Dan
UT,28,32,04,Oct 23,Oct 24,Rasmussen
UT,24,27,05,Oct 17,Oct 19,Emerson
UT,25,30,05,Oct 12,Oct 18,Dan
UT,20,37,07,Oct 12,Oct 14,YouGov
UT,28,34,09,Oct 10,Oct 12,Monmouth
UT,24,39,13,Sep 01,Sep 09,Dan
UT,24,39,12,Aug 19,Aug 21,PPP
UT,27,34,23,Aug 09,Sep 01,SurveyMonkey
UT,25,37,16,Jul 18,Aug 04,Dan
UT,27,36,10,Jun 08,Jun 17,Dan
UT,35,35,13,Jun 02,Jun 08,SurveyUSA
UT,26,29,16,May 31,Jun 01,Gravis
UT,33,45,00,May 01,May 31,Morning
UT,30,43,00,May 02,May 10,Dan
UT,38,36,00,Mar 08,Mar 15,Dan
UT,31,46,00,Feb 01,Feb 29,Morning
UT,25,73,00,Jan 01,Jan 01,Election
VT,60,27,06,Oct 31,Nov 06,SurveyMonkey
VT,51,25,00,Oct 24,Oct 30,SurveyMonkey
VT,50,22,07,Oct 19,Oct 22,Braun
VT,45,17,04,Sep 29,Oct 14,Castleton
VT,47,26,13,Sep 02,Sep 05,Emerson
VT,45,24,11,Aug 09,Sep 01,SurveyMonkey
VT,39,17,05,Jul 11,Jul 23,Castleton
VT,49,32,00,May 01,May 31,Morning
VT,55,31,00,Feb 01,Feb 29,Morning
VT,67,31,00,Jan 01,Jan 01,Election
VA,48,42,03,Nov 01,Nov 06,Christopher
VA,48,43,04,Nov 03,Nov 04,PPP
VA,49,39,07,Oct 31,Nov 06,SurveyMonkey
VA,45,38,05,Oct 29,Nov 01,Roanoke
VA,49,45,03,Oct 28,Oct 30,Emerson
VA,41,44,00,Oct 26,Oct 30,Hampton
VA,48,42,06,Oct 27,Oct 30,George
VA,48,39,08,Oct 24,Oct 30,SurveyMonkey
VA,44,39,05,Oct 23,Oct 30,Winthrop
VA,46,39,05,Oct 23,Oct 26,Christopher
VA,50,38,04,Oct 20,Oct 26,Quinnipiac
VA,45,33,08,Oct 16,Oct 19,Christopher
VA,44,29,11,Oct 11,Oct 14,Christopher
VA,49,38,08,Oct 08,Oct 16,SurveyMonkey
VA,46,43,06,Oct 10,Oct 12,Emerson
VA,45,36,07,Oct 02,Oct 06,Roanoke
VA,46,34,00,Sep 28,Oct 02,Hampton
VA,42,35,12,Sep 27,Sep 30,Christopher
VA,46,40,07,Sep 27,Sep 28,PPP
VA,45,37,07,Sep 21,Sep 23,YouGov
VA,39,33,15,Sep 15,Sep 23,Christopher
VA,45,39,08,Sep 13,Sep 21,Quinnipiac
VA,44,37,08,Sep 11,Sep 20,Roanoke
VA,45,39,06,Sep 09,Sep 11,PPP
VA,40,37,08,Sep 06,Sep 12,U.
VA,44,43,11,Aug 30,Sep 01,Emerson
VA,43,41,00,Aug 24,Aug 28,Hampton
VA,43,36,13,Aug 09,Sep 01,SurveyMonkey
VA,45,34,11,Aug 09,Aug 16,Quinnipiac
VA,46,39,09,Aug 11,Aug 14,Washington
VA,48,32,08,Aug 07,Aug 17,Roanoke
VA,43,31,12,Aug 04,Aug 10,Marist
VA,49,37,07,Aug 02,Aug 05,YouGov
VA,42,46,07,Jul 26,Jul 27,RABA
VA,39,34,10,Jul 09,Jul 12,Anderson
VA,39,39,00,Jul 06,Jul 10,Hampton
VA,41,34,10,Jul 05,Jul 11,Marist
VA,42,39,06,Jun 13,Jun 15,PPP
VA,44,38,06,May 24,May 24,Gravis
VA,44,39,00,May 01,May 31,Morning
VA,38,38,00,May 09,May 17,Roanoke
VA,44,35,00,Mar 23,Apr 03,Christopher
VA,45,40,00,Feb 01,Feb 29,Morning
VA,52,35,00,Jan 18,Jan 26,Roanoke
VA,51,48,00,Jan 01,Jan 01,Election
WA,51,34,07,Oct 31,Nov 06,SurveyMonkey
WA,50,38,04,Oct 31,Nov 02,SurveyUSA
WA,53,34,08,Oct 24,Oct 30,SurveyMonkey
WA,48,31,01,Oct 20,Oct 22,Elway
WA,53,39,00,Oct 06,Oct 13,YouGov
WA,47,31,10,Sep 29,Oct 03,Strategies
WA,44,38,07,Sep 25,Sep 26,Emerson
WA,41,31,16,Aug 09,Sep 01,SurveyMonkey
WA,43,24,07,Aug 09,Aug 13,Elway
WA,49,37,00,Jun 14,Jun 15,PPP
WA,48,34,00,May 01,May 31,Morning
WA,48,34,00,Feb 01,Feb 29,Morning
WA,56,42,00,Jan 01,Jan 01,Election
WV,27,57,08,Oct 31,Nov 06,SurveyMonkey
WV,27,59,00,Oct 24,Oct 30,SurveyMonkey
WV,27,52,12,Aug 09,Sep 01,SurveyMonkey
WV,31,49,10,Aug 09,Aug 28,R.L.
WV,28,56,00,May 01,May 31,Morning
WV,29,54,00,Feb 01,Feb 29,Morning
WV,36,62,00,Jan 01,Jan 01,Election
WI,44,43,07,Oct 31,Nov 06,SurveyMonkey
WI,44,38,07,Oct 31,Nov 01,Loras
WI,48,41,00,Oct 31,Nov 01,PPP
WI,46,40,04,Oct 26,Oct 31,Marquette
WI,45,41,08,Oct 24,Oct 30,SurveyMonkey
WI,48,42,09,Oct 27,Oct 28,Emerson
WI,50,38,00,Oct 18,Oct 19,PPP
WI,47,40,06,Oct 15,Oct 18,Monmouth
WI,47,39,01,Oct 13,Oct 16,St.
WI,43,38,12,Oct 08,Oct 16,SurveyMonkey
WI,44,37,09,Oct 06,Oct 09,Marquette
WI,43,39,04,Oct 05,Oct 07,YouGov
WI,43,35,08,Oct 04,Oct 05,Loras
WI,45,38,11,Sep 19,Sep 20,Emerson
WI,41,38,11,Sep 15,Sep 18,Marquette
WI,43,38,07,Aug 27,Aug 30,Monmouth
WI,41,38,10,Aug 25,Aug 28,Marquette
WI,48,41,00,Aug 26,Aug 27,PPP
WI,39,37,13,Aug 09,Sep 01,SurveyMonkey
WI,42,33,10,Aug 04,Aug 07,Marquette
WI,43,37,08,Jul 07,Jul 10,Marquette
WI,41,36,00,Jun 21,Jun 24,YouGov
WI,47,39,00,Jun 22,Jun 23,PPP
WI,46,37,00,Jun 09,Jun 12,PPP
WI,46,37,00,Jun 06,Jun 09,Marquette
WI,41,39,00,May 01,May 31,Morning
WI,46,34,00,Apr 12,Apr 15,St.
WI,47,37,00,Mar 30,Apr 03,Emerson
WI,49,35,00,Mar 28,Mar 30,Anderson
WI,47,37,00,Mar 24,Mar 28,Marquette
WI,48,39,00,Feb 18,Feb 21,Marquette
WI,43,38,00,Feb 01,Feb 29,Morning
WI,48,38,00,Jan 21,Jan 24,Marquette
WI,53,46,00,Jan 01,Jan 01,Election
WY,23,62,08,Oct 24,Oct 30,SurveyMonkey
WY,20,58,09,Oct 05,Oct 11,U.
WY,19,54,10,Sep 06,Sep 11,DFM
WY,21,57,15,Aug 09,Sep 01,SurveyMonkey
WY,25,59,00,May 01,May 31,Morning
WY,27,55,00,Feb 01,Feb 29,Morning
WY,28,69,00,Jan 01,Jan 01,Election
